ID,VD4020,VD4035
2097,1600,40
2101,3000,40
2107,1320,44
2109,2000,44
2111,4000,44
2112,4000,44
2114,1300,40
2115,1320,40
2118,1320,40
2119,1500,40
2120,1500,40
2122,2500,40
2123,1600,40
2126,3000,40
2133,1900,48
2135,1320,30
2136,1300,40
2137,500,28
2141,520,0
2144,1320,60
2150,2500,38
2151,170,6
2152,1200,32
2155,3000,16
2156,1500,1
2157,3500,54
2162,833,21
2163,900,30
2167,6000,40
2170,3000,44
2175,600,40
2179,1750,40
2188,1320,40
2190,2640,40
2191,2600,40
2204,1700,35
2206,1800,40
2207,1500,44
2208,1600,40
2209,1600,40
2221,2000,30
2230,1200,44
2231,4500,44
2236,1320,48
2238,2000,44
2241,2000,48
2245,1600,44
2246,1320,44
2247,1320,48
2251,1302,44
2252,2000,48
2253,2000,44
2254,2000,44
2255,5000,40
2263,2333,0
2264,2500,0
2265,2500,0
2266,700,20
2268,850,42
2272,1916,37
2273,1600,48
2274,1500,30
2277,1500,30
2278,1320,40
2280,700,40
2281,700,24
2283,500,1
2286,1320,24
2287,1600,44
2288,920,40
2291,2500,50
2295,1320,80
2296,500,24
2297,4000,24
2299,7200,40
2300,4000,40
2301,2000,40
2302,2000,60
2303,2000,40
2305,2000,44
2306,3000,40
2310,1390,44
2311,2500,52
2312,1800,40
2319,4000,44
2322,1100,40
2323,3000,36
2327,10000,56
2330,18000,44
2333,2000,35
2336,6500,30
2342,1200,7
2343,1200,36
2344,1200,32
2346,1500,40
2348,1000,44
2352,3500,36
2353,3700,36
2354,1320,44
2355,2000,40
2356,1320,40
2357,500,30
2360,1320,44
2363,1320,44
2366,1200,36
2371,1600,44
2373,1000,40
2375,1700,40
2377,3000,40
2378,3000,40
2380,1430,44
2386,2000,40
2388,4000,40
2389,3000,40
2393,2500,40
2397,1500,12
2400,1500,44
2402,800,36
2403,1320,44
2407,1500,44
2412,2500,44
2413,3000,44
2414,2600,40
2415,1320,44
2420,800,30
2422,4000,44
2426,1800,40
2427,1800,22
2429,1650,46
2431,2418,45
2433,1500,45
2434,1500,44
2435,3000,45
2436,1800,45
2438,4500,36
2439,2000,30
2441,1400,46
2442,2000,48
2443,1700,46
2444,1320,40
2445,660,20
2446,1700,45
2447,1700,45
2452,1000,45
2453,5400,52
2459,1200,44
2460,900,20
2464,10000,40
2465,1200,20
2466,2500,40
2467,3000,40
2469,8000,40
2470,1320,44
2471,2700,30
2474,8000,40
2475,2000,44
2477,3200,40
2482,1800,44
2483,1800,44
2485,2500,44
2490,1500,44
2493,2800,44
2494,1800,44
2496,2500,44
2499,8500,44
2510,800,40
2511,3000,44
2515,1320,44
2517,1600,40
2522,1320,44
2526,1600,36
2527,800,18
2529,1320,40
2531,2500,40
2532,3500,40
2539,1600,48
2543,3000,40
2544,2300,40
2545,2000,40
2546,1800,40
2548,1500,44
2549,1320,44
2551,1200,40
2554,2000,50
2559,2000,40
2560,4500,44
2566,1320,44
2568,1320,44
2569,4000,44
2571,1500,40
2573,1500,44
2575,2500,40
2576,3000,40
2580,1500,30
2583,0,20
2585,500,7
2588,800,20
2593,400,8
2596,800,30
2597,400,7
2600,2000,21
2601,2000,21
2603,300,8
2606,900,14
2608,0,30
2609,1300,30
2613,1500,20
2617,2700,18
2619,2400,40
2620,1320,12
2622,2000,40
2625,4000,40
2626,1600,8
2629,1320,8
2634,2000,40
2637,1320,6
2638,1320,8
2645,3000,40
2648,2000,44
2662,1500,40
2664,2500,40
2669,3000,20
2674,1320,40
2677,1320,12
2678,2500,46
2679,3000,46
2680,600,24
2682,2000,45
2683,3000,45
2686,3000,0
2687,4000,0
2688,9000,30
2692,7500,45
2693,2000,45
2694,1320,40
2697,5400,52
2698,2000,16
2699,4600,0
2701,1300,45
2702,6000,44
2703,5000,40
2704,2000,20
2706,2000,40
2707,1700,40
2708,1200,60
2710,450,40
2712,3500,44
2714,1500,30
2715,240,20
2717,1110,20
2718,1800,40
2724,1800,40
2726,2500,44
2729,2500,44
2730,0,10
2731,7000,40
2732,3000,40
2735,1320,40
2737,1500,56
2738,1500,56
2742,3000,40
2743,1320,44
2744,1950,40
2745,2000,40
2746,2000,44
2749,4000,40
2751,2500,40
2752,700,40
2753,1500,40
2754,1350,50
2755,2000,40
2756,3000,44
2758,2400,56
2761,1200,45
2764,3000,60
2768,1320,44
2769,2000,30
2770,1500,44
2771,1800,44
2772,1320,44
2773,1000,40
2774,1440,44
2777,10000,44
2778,10000,44
2779,10000,44
2781,3000,30
2782,3000,44
2787,5000,40
2788,5000,40
2791,2700,44
2794,8000,40
2795,5000,40
2797,10000,44
2798,10000,44
2800,6000,40
2805,1320,44
2807,1600,44
2814,600,24
2816,2600,2
2817,400,21
2818,6300,35
2822,1800,38
2825,1400,3
2831,4900,30
2832,1660,33
2837,2300,56
2839,3000,50
2841,2100,40
2842,1600,51
2843,4500,31
2848,4000,48
2850,10000,14
2853,2000,35
2854,600,31
2855,2180,61
2856,1100,32
2857,8000,53
2860,0,2
2861,1400,30
2862,2500,73
2863,400,46
2867,3500,52
2873,1750,40
2874,4420,84
2877,4500,6
2878,6000,46
2885,3500,40
2889,1320,48
2891,4000,48
2898,1320,40
2900,2100,40
2901,1320,40
2904,2000,48
2905,1320,44
2908,1500,6
2909,1200,36
2911,1500,40
2912,1500,40
2914,5000,40
2918,1500,44
2921,3000,44
2922,1500,44
2925,1000,30
2927,1500,44
2928,1500,44
2933,2300,30
2934,1200,40
2935,1200,40
2936,3000,36
2938,2000,48
2939,5000,30
2945,4000,40
2946,5000,40
2949,6000,40
2950,10000,30
2958,7000,40
2961,2500,40
2966,1500,44
2968,1450,44
2971,1500,44
2976,1320,8
2977,1320,8
2988,2200,44
2989,3000,40
2993,3000,44
2994,3000,44
2997,1500,40
3002,800,40
3003,800,40
3004,800,40
3008,750,44
3009,750,44
3010,750,44
3011,750,44
3014,1000,40
3017,1500,44
3018,1500,44
3019,1500,44
3022,2000,44
3024,6000,48
3025,1520,44
3028,3500,30
3035,800,40
3036,200,10
3039,3000,48
3041,1320,40
3043,1320,40
3044,20000,48
3045,4000,48
3046,2000,48
3048,1320,48
3052,1320,40
3053,2000,36
3057,2000,40
3059,1600,44
3062,3000,40
3063,2500,40
3064,3000,40
3066,2000,44
3072,2000,40
3073,4000,40
3074,2500,40
3076,1320,30
3077,1320,40
3079,1320,30
3080,1320,48
3082,50,6
3086,1320,8
3088,1320,8
3090,1320,6
3092,1320,6
3094,4000,8
3095,1900,6
3096,150,8
3098,4500,40
3100,1800,40
3101,2000,12
3102,1320,44
3106,300,6
3107,1320,8
3110,500,8
3112,100,8
3113,2600,40
3115,1320,44
3117,10000,44
3118,15000,44
3119,400,5
3121,3000,48
3122,1320,44
3123,1500,40
3124,1400,44
3129,1200,44
3130,1500,44
3133,1500,44
3134,2000,40
3135,7000,40
3136,5000,40
3137,5000,40
3138,800,20
3139,25000,44
3140,1800,40
3145,1320,44
3148,1800,40
3149,2500,40
3153,2000,40
3156,1000,40
3157,1000,40
3164,1320,44
3167,1600,40
3168,1320,40
3172,1320,20
3175,1600,40
3176,1320,44
3177,2500,44
3178,1320,40
3179,3000,8
3184,1320,44
3194,6100,30
3195,5000,20
3197,1700,20
3199,5000,48
3206,0,10
3208,2000,20
3209,150,40
3211,5500,40
3212,4200,40
3214,7000,40
3224,15200,60
3226,5000,0
3227,13000,44
3228,4000,44
3230,5320,50
3231,4000,40
3235,1800,30
3236,1750,40
3237,1350,40
3239,700,24
3242,3000,40
3243,2000,40
3244,1320,40
3245,1320,40
3246,1500,44
3249,4800,40
3254,1320,40
3255,1320,40
3256,1320,40
3257,1320,40
3259,2000,8
3263,5000,8
3265,2000,8
3266,2000,8
3267,20000,8
3271,3000,44
3272,7000,40
3276,1320,40
3277,1320,40
3278,1300,20
3279,1500,20
3280,3000,42
3283,0,30
3285,450,14
3286,450,14
3287,1500,30
3288,500,20
3289,1600,30
3290,2200,20
3292,4000,21
3293,4000,21
3295,3000,41
3299,1500,30
3304,1700,40
3307,2000,44
3308,2500,40
3312,1412,40
3314,500,20
3318,2000,44
3321,1100,30
3322,800,30
3325,5000,44
3326,1320,44
3327,4000,30
3328,2000,20
3334,4000,40
3337,3000,44
3338,1320,44
3339,3000,40
3341,1320,48
3345,1320,40
3347,2000,40
3348,2000,40
3355,3500,40
3357,1700,44
3358,1700,44
3363,2500,40
3367,5000,40
3369,1600,40
3372,600,40
3373,600,20
3375,2500,40
3376,800,30
3378,3000,40
3383,2100,30
3384,2800,50
3388,1500,40
3390,3000,50
3391,2000,44
3394,1500,50
3400,2700,28
3407,5000,60
3409,2000,80
3411,2000,20
3412,1320,20
3416,1000,32
3420,1800,20
3423,1200,40
3424,1320,40
3425,600,30
3429,2800,46
3440,2500,40
3441,1320,40
3445,5000,40
3446,2500,40
3449,3000,32
3450,7226,4
3456,2000,42
3460,1400,35
3466,900,28
3472,1000,72
3477,14250,21
3478,200,14
3484,800,36
3494,1320,44
3499,4200,40
3501,5000,40
3502,5000,40
3505,18000,8
3514,5000,40
3519,1320,40
3523,2000,36
3526,1320,40
3527,1320,48
3529,3500,40
3530,3000,40
3532,1700,44
3534,2200,44
3535,1320,48
3537,6500,40
3538,1320,40
3539,4000,44
3540,2700,44
3541,1320,44
3544,1320,40
3545,1320,40
3546,1320,44
3547,1320,40
3549,1320,44
3550,1320,44
3552,2354,45
3553,1700,0
3555,2300,10
3560,2000,32
3561,6000,40
3565,1200,36
3566,1200,40
3568,2000,40
3572,4000,80
3573,2500,45
3575,3500,47
3577,2100,22
3581,1320,40
3582,2000,40
3583,1500,8
3584,2500,40
3585,2600,40
3586,2200,24
3591,1320,40
3593,4500,40
3597,1400,40
3601,1320,8
3602,2500,44
3603,3720,0
3605,1320,45
3606,1420,40
3609,2000,16
3610,800,15
3618,4200,0
3619,2600,40
3620,5000,44
3621,5000,44
3623,2253,54
3625,1000,44
3626,2000,44
3627,800,15
3628,2000,30
3634,1320,45
3635,1600,30
3638,6000,40
3642,4000,8
3643,4000,8
3645,1500,40
3646,1500,40
3647,2000,40
3648,1500,40
3654,1500,40
3657,4000,24
3658,1320,44
3659,3000,40
3660,5000,40
3666,2600,40
3671,1320,40
3672,3000,40
3680,1500,44
3684,2800,40
3685,2500,44
3687,1420,44
3692,1400,44
3697,1420,44
3698,1000,30
3701,1500,44
3703,1302,44
3704,1600,44
3708,1500,44
3710,2300,40
3712,3000,44
3713,2400,44
3714,1320,44
3716,2000,44
3718,1900,40
3721,4000,44
3725,3500,40
3726,8000,40
3727,2500,38
3728,2500,20
3729,3500,40
3731,1320,44
3732,1320,44
3733,1320,44
3734,2900,44
3735,1320,44
3738,1500,56
3742,4500,45
3743,2100,50
3745,1600,44
3747,1500,0
3751,1420,45
3752,4500,8
3756,5000,44
3758,3000,44
3761,0,30
3762,800,32
3764,1420,45
3767,7000,46
3768,2800,48
3771,2500,24
3772,120,18
3775,1800,40
3778,4100,44
3779,700,44
3780,3200,44
3782,25000,36
3783,18000,40
3784,4000,20
3785,3600,44
3786,1400,40
3787,4800,40
3788,41000,84
3789,6300,40
3792,2700,40
3793,1300,25
3794,6000,80
3795,1320,40
3797,1320,30
3798,1700,48
3800,2700,40
3801,1900,40
3805,400,16
3807,250,20
3812,1300,30
3813,2500,40
3814,3000,40
3815,3000,40
3818,1800,40
3830,1600,40
3837,1320,40
3838,1450,44
3839,3000,44
3841,2500,40
3844,1500,40
3846,1700,40
3847,5200,40
3848,4600,40
3851,1320,40
3852,600,30
3853,1320,46
3854,1320,46
3856,1320,40
3857,1320,40
3860,5000,40
3862,1320,40
3866,1320,40
3870,1320,20
3871,1320,46
3872,1320,40
3873,1320,48
3880,700,20
3881,1320,40
3882,2300,40
3884,3000,46
3887,2000,38
3891,1300,30
3892,1600,38
3894,2600,40
3896,4000,40
3902,2500,40
3903,2500,40
3904,1000,30
3906,300,16
3908,3000,50
3916,3000,48
3925,1500,40
3944,1500,44
3948,950,44
3949,500,6
3950,75,8
3952,1500,40
3953,1500,40
3956,2000,40
3961,1600,40
3964,2500,40
3966,900,40
3969,2000,40
3975,1200,40
3978,1980,28
3979,3540,44
3982,5250,54
3984,1000,35
3986,5200,37
3990,1500,32
3996,3400,2
3997,1300,32
3998,153,10
4001,2100,28
4005,8300,30
4008,8000,40
4012,1400,42
4013,1700,42
4014,2300,48
4016,5000,22
4017,5000,45
4019,2500,55
4021,1400,44
4025,12000,50
4028,18317,40
4029,3000,40
4030,3500,44
4032,15000,84
4033,10000,70
4036,4340,63
4038,25000,28
4039,4100,30
4041,0,40
4049,0,20
4051,4600,97
4053,3200,97
4056,6000,80
4057,3000,30
4058,3000,30
4061,600,10
4069,1083,48
4071,1200,58
4073,1400,40
4074,1300,42
4076,3600,60
4077,2300,40
4079,2100,40
4080,50,10
4082,1320,20
4085,0,30
4087,2500,40
4088,1500,25
4089,1500,25
4091,1320,36
4097,1320,30
4101,3500,40
4105,2500,40
4113,1500,40
4119,2000,44
4120,3000,36
4129,2500,40
4131,800,40
4132,1500,40
4135,500,20
4136,2000,40
4139,300,20
4143,1000,40
4150,5000,40
4152,1900,48
4154,1300,40
4155,1300,40
4156,1300,40
4157,3500,44
4158,1500,44
4160,1600,40
4161,2500,44
4163,4500,44
4165,6000,40
4166,2500,40
4167,1320,20
4169,600,16
4170,10000,40
4171,3000,40
4178,1600,44
4180,2060,44
4187,1320,40
4188,1320,40
4191,1320,40
4195,1850,54
4196,1500,40
4205,0,70
4208,800,25
4214,1500,30
4216,1320,44
4218,1800,30
4222,650,30
4223,3000,40
4225,2000,40
4227,5000,40
4230,3200,40
4231,2200,44
4235,2000,44
4236,1500,40
4237,2500,44
4238,1500,40
4240,5000,30
4242,1320,40
4243,1320,40
4244,2000,36
4247,1200,30
4252,1320,44
4253,2200,44
4256,2000,45
4262,3000,40
4264,2500,48
4265,1500,44
4266,7000,44
4267,1500,30
4270,1500,40
4274,3000,40
4276,2000,40
4279,1600,40
4280,3000,44
4281,2000,44
4283,1320,44
4284,1320,20
4286,1500,44
4290,2000,52
4292,2000,52
4294,2000,44
4296,2000,48
4300,1320,40
4301,2500,40
4304,2000,44
4308,500,44
4309,1500,44
4310,1500,44
4313,1800,16
4317,1800,32
4319,11000,40
4320,2000,40
4324,1700,40
4325,2000,8
4326,1320,6
4328,2500,8
4329,5000,8
4330,2500,40
4331,2000,40
4333,3000,40
4334,2400,40
4335,1400,40
4336,1500,40
4337,1500,40
4338,1500,40
4339,1500,40
4343,15000,8
4344,1300,8
4347,4500,40
4348,3000,44
4349,5000,40
4351,3000,8
4354,3000,44
4355,1800,44
4356,3000,40
4357,2000,44
4358,1000,36
4360,2000,40
4361,800,40
4363,2000,44
4364,600,44
4365,1500,44
4367,1300,40
4368,1300,40
4369,1300,40
4370,1600,40
4380,2000,40
4381,3000,40
4382,4000,40
4383,1320,48
4386,2300,40
4388,1600,40
4389,2500,44
4390,2000,8
4394,1800,40
4402,3000,44
4404,1320,48
4407,1500,40
4412,1000,20
4413,1500,40
